override_p2,logical_error_rate,distance,shots,errors
0.01,2.3011494252873563e-05,4,43500000,1001
0.009,1.753064798598949e-05,4,57100000,1001
0.008,1.3472409152086137e-05,4,74300000,1001
0.003,4.85e-06,4,100000000,485
0.004,5.71e-06,4,100000000,571
0.005,6.13e-06,4,100000000,613
0.006,7.72e-06,4,100000000,772
0.007,9.76e-06,4,100000000,976
0.002,4.54e-06,4,100000000,454
0.001,4.44e-06,4,100000000,444
