xmerge_d5_bell
0.001,9.78e-06
0.002,1.1490825688073395e-05
0.003,1.3717421124828532e-05
0.004,1.6891891891891892e-05
0.005,2.0596707818930042e-05
0.006,2.4987531172069826e-05
0.007,2.7424657534246574e-05
0.008,3.3885135135135136e-05
0.009,3.842911877394636e-05
0.01,4.577272727272727e-05

xmerge_d5_interleaving
0.001,8.98e-06
0.002,1.7094017094017095e-05
0.003,3.544169611307421e-05
0.004,6.109756097560976e-05
0.005,9.930693069306931e-05
0.006,0.0001617741935483871
0.007,0.0002208695652173913
0.008,0.0003293548387096774
0.009,0.00039461538461538464
0.01,0.0005468421052631579

xmerge_d5_alternating
0.001,7.407407407407407e-05
0.002,8.088709677419354e-05
0.003,8.581196581196581e-05
0.004,9.036036036036036e-05
0.005,0.00011517241379310345
0.006,0.0001325
0.007,0.0001659016393442623
0.008,0.0002004
0.009,0.00022844444444444445
0.01,0.00028555555555555555

