xmerge_d3_bell
0.001,0.00042083333333333333
0.002,0.0005331578947368422
0.003,0.0007628571428571428
0.004,0.0008608333333333334
0.005,0.0009427272727272727
0.006,0.001017
0.007,0.001365
0.008,0.0014714285714285714
0.009,0.0015828571428571428
0.01,0.0016716666666666666

xmerge_d3_interleaving
0.001,0.01548
0.002,0.01875
0.003,0.0222
0.004,0.02566
0.005,0.02856
0.006,0.03133
0.007,0.03542
0.008,0.03946
0.009,0.04322
0.01,0.0471

xmerge_d3_alternating
0.001,0.011
0.002,0.0119
0.003,0.01164
0.004,0.01151
0.005,0.01218
0.006,0.01217
0.007,0.0123
0.008,0.01285
0.009,0.01302
0.01,0.01367

