pauliXX_d3_bell
0.001,0.000418
0.002,0.000479
0.003,0.000739
0.004,0.000806
0.005,0.000854
0.006,0.000951
0.007,0.001183
0.008,0.00137
0.009,0.001469
0.01,0.001449

pauliXX_d3_interleaving
0.001,0.000465
0.002,0.000711
0.003,0.001078
0.004,0.001354
0.005,0.001916
0.006,0.002453
0.007,0.003153
0.008,0.003872
0.009,0.004513
0.01,0.005919

pauliXX_d3_alternating
0.001,0.007284
0.002,0.010132
0.003,0.012638
0.004,0.015362
0.005,0.018144
0.006,0.020837
0.007,0.023327
0.008,0.026284
0.009,0.028964
0.01,0.031728

